decile,variable,value,year
decile 8,durables_std,7721602.568744574,97
decile 9,durables_std,11489139.858027713,97
decile 10,durables_std,31526089.217896976,97
decile 1,Others,233219.46335602723,97
decile 2,Others,373293.72146118723,97
decile 3,Others,465525.08903586876,97
decile 4,Others,508584.4541979329,97
decile 5,Others,576725.8281110117,97
decile 6,Others,627995.0518754988,97
decile 7,Others,704421.5669318575,97
decile 8,Others,801950.501002004,97
decile 9,Others,928568.5237423602,97
decile 10,Others,1400271.7070289426,97
decile 1,others_std,255372.63112671243,97
decile 2,others_std,356963.7791146371,97
decile 3,others_std,434701.3762982756,97
decile 4,others_std,461717.2197859642,97
decile 5,others_std,545286.9928399052,97
decile 6,others_std,585171.1997948824,97
decile 7,others_std,699892.0444197103,97
decile 8,others_std,853162.5172102005,97
decile 9,others_std,1102104.613539638,97
decile 10,others_std,3008642.425663699,97
decile 1,Investments,50796.03857962888,97
decile 2,Investments,148968.51217656012,97
decile 3,Investments,273529.4242347155,97
decile 4,Investments,362550.0259568644,97
decile 5,Investments,478690.19198249275,97
decile 6,Investments,637523.8095238095,97
decile 7,Investments,1047100.1960106075,97
decile 8,Investments,1452596.5263861055,97
decile 9,Investments,3178324.5181006114,97
decile 10,Investments,30541723.592242565,97
decile 1,investments_std,310868.38362697215,97
decile 2,investments_std,639298.21066151,97
decile 3,investments_std,1059637.181541175,97
decile 4,investments_std,1413566.3830402226,97
decile 5,investments_std,1939602.7324637282,97
decile 6,investments_std,2273206.7997467257,97
decile 7,investments_std,3632113.5752833323,97
decile 8,investments_std,4865708.038263989,97
decile 9,investments_std,9442761.909597227,97
decile 10,investments_std,74440853.15335119,97
decile 1,Entertainment,36323.13776531838,97
decile 2,Entertainment,67830.82191780822,97
decile 3,Entertainment,90820.3383363012,97
decile 4,Entertainment,118341.92269573835,97
decile 5,Entertainment,125756.78901820352,97
decile 6,Entertainment,163504.30965682364,97
decile 7,Entertainment,183980.11068834312,97
decile 8,Entertainment,222411.42284569138,97
decile 9,Entertainment,301376.3516690174,97
decile 10,Entertainment,800266.0956881276,97
decile 1,entertainment_std,117873.11281300634,97
decile 2,entertainment_std,189697.5634418117,97
decile 3,entertainment_std,229842.37448079727,97
decile 4,entertainment_std,303127.9267378351,97
decile 5,entertainment_std,315097.3639429271,97
decile 6,entertainment_std,371056.21867093677,97
decile 7,entertainment_std,508141.59349237574,97
decile 8,entertainment_std,515920.93908235984,97
decile 9,entertainment_std,675288.0832695225,97
decile 10,entertainment_std,5140290.557606328,97
decile 1,Total,301.4051563662217,97
decile 2,Total,482.975440928562,97
decile 3,Total,615.5520762911381,97
decile 4,Total,741.5257737885588,97
decile 5,Total,878.3071214479949,97
decile 6,Total,1044.717611897937,97
decile 7,Total,1270.3066882732078,97
decile 8,Total,1591.730438023046,97
decile 9,Total,2128.4870339165727,97
decile 10,Total,4678.265275244828,97
decile 1,total,77.61773120033438,97
decile 2,total,40.35657362348487,97
decile 3,total,36.10415439547681,97
decile 4,total,37.642507035477756,97
decile 5,total,42.36589975435327,97
decile 6,total,54.90455918477899,97
decile 7,total,77.9945993064247,97
decile 8,total,113.50102475088451,97
decile 9,total,223.70606235120758,97
decile 10,total,3459.251187588459,97
decile 1,Food,4361330.124183007,98
decile 2,Food,5987158.797330556,98
decile 3,Food,7095628.445849546,98
decile 4,Food,7887963.27410164,98
decile 5,Food,8713368.41283408,98
decile 6,Food,9484118.52969457,98
decile 7,Food,10753455.53400223,98
decile 8,Food,11738426.151665486,98
decile 9,Food,13861372.299395358,98
decile 10,Food,15703169.43640124,98
decile 1,food_std,2451565.8515457637,98
decile 2,food_std,2789771.968735319,98
decile 3,food_std,3226202.2055828026,98
decile 4,food_std,3840936.6976185674,98
decile 5,food_std,4020574.965401159,98
decile 6,food_std,4567120.057144329,98
decile 7,food_std,5480368.112205047,98
decile 8,food_std,6405397.848354339,98
decile 9,food_std,8767606.105310606,98
decile 10,food_std,14126980.714215828,98
decile 1,Drink,138467.19293778116,98
decile 2,Drink,243482.81900795153,98
decile 3,Drink,260314.64548205794,98
decile 4,Drink,305480.9861611815,98
decile 5,Drink,289132.5288291955,98
decile 6,Drink,308360.57692307694,98
decile 7,Drink,300243.0004777831,98
decile 8,Drink,285304.2168674699,98
decile 9,Drink,293842.2664326117,98
decile 10,Drink,265907.0579110652,98
decile 1,drink_std,454318.2600386048,98
decile 2,drink_std,682205.7721657192,98
decile 3,drink_std,703840.6702976266,98
decile 4,drink_std,800813.6833473141,98
decile 5,drink_std,807153.7690502198,98
decile 6,drink_std,816160.4977406374,98
decile 7,drink_std,950800.7342810121,98
decile 8,drink_std,853714.6783970117,98
decile 9,drink_std,888992.3006432501,98
decile 10,drink_std,877438.3652304054,98
decile 1,Cloth,204309.65113318054,98
decile 2,Cloth,467586.1416130254,98
decile 3,Cloth,645782.5335062689,98
decile 4,Cloth,829555.4134201652,98
decile 5,Cloth,1125649.5726495727,98
decile 6,Cloth,1277736.7081447963,98
decile 7,Cloth,1663523.1724796942,98
decile 8,Cloth,1926613.3947554925,98
decile 9,Cloth,2665159.9375853324,98
decile 10,Cloth,3722580.9203722854,98
decile 1,cloth_std,589689.2125821097,98
decile 2,cloth_std,1102042.2690603654,98
decile 3,cloth_std,1372605.0319043207,98
decile 4,cloth_std,1570620.6195806677,98
decile 5,cloth_std,2188213.012181851,98
decile 6,cloth_std,2259253.1005719276,98
decile 7,cloth_std,2921103.8233399424,98
decile 8,cloth_std,3206021.7319621844,98
decile 9,cloth_std,4684212.644165209,98
decile 10,cloth_std,7435866.377218452,98
decile 1,Housing,2339783.871827519,98
decile 2,Housing,3668466.710526316,98
decile 3,Housing,4503646.90488543,98
decile 4,Housing,5198074.052447959,98
decile 5,Housing,6025364.872201872,98
decile 6,Housing,6694450.66558258,98
decile 7,Housing,7762580.517916866,98
decile 8,Housing,9349577.28862509,98
decile 9,Housing,11476649.916130291,98
decile 10,Housing,18011877.60186143,98
decile 1,housign_std,1356192.7569933648,98
decile 2,housign_std,1903973.9139895223,98
decile 3,housign_std,2369858.8018271164,98
decile 4,housign_std,2661993.295730997,98
decile 5,housign_std,3200278.6832521884,98
decile 6,housign_std,3710792.9495360055,98
decile 7,housign_std,4769849.122861299,98
decile 8,housign_std,6414861.237728005,98
decile 9,housign_std,9413651.971768312,98
decile 10,housign_std,20888153.832641624,98
decile 1,Furniture,316206.17944147356,98
decile 2,Furniture,466537.012495267,98
decile 3,Furniture,558413.6208387376,98
decile 4,Furniture,612387.7195022677,98
decile 5,Furniture,704814.5434812101,98
decile 6,Furniture,790543.9762443439,98
decile 7,Furniture,864165.2333174072,98
decile 8,Furniture,1023175.584691708,98
decile 9,Furniture,1232500.0195045837,98
decile 10,Furniture,2005250.1292657703,98
decile 1,furniture_std,263081.5849640763,98
decile 2,furniture_std,376602.13035322377,98
decile 3,furniture_std,480110.11922233924,98
decile 4,furniture_std,566056.3661392739,98
decile 5,furniture_std,684788.4268018918,98
decile 6,furniture_std,842551.5807459032,98
decile 7,furniture_std,1039752.0916665441,98
decile 8,furniture_std,1768196.8961378515,98
decile 9,furniture_std,1949573.9534680287,98
decile 10,furniture_std,8078880.262793596,98
decile 1,Health,284683.64315423137,98
decile 2,Health,559682.1184210526,98
decile 3,Health,723028.4198011241,98
decile 4,Health,935845.3887661356,98
decile 5,Health,1173561.9072039071,98
decile 6,Health,1465668.5992647058,98
decile 7,Health,1792161.220417264,98
decile 8,Health,2418329.151311127,98
decile 9,Health,3289036.1275599767,98
decile 10,Health,5946669.0354188215,98
decile 1,health_std,575222.3829163659,98
decile 2,health_std,895698.1710901122,98
decile 3,health_std,1202422.354395368,98
decile 4,health_std,1532038.1839590042,98
decile 5,health_std,1890908.010591456,98
decile 6,health_std,2521161.9928970267,98
decile 7,health_std,2938306.32543565,98
decile 8,health_std,4335882.177257269,98
decile 9,health_std,5797406.997224027,98
decile 10,health_std,16998358.53930431,98
decile 1,Transportation,434964.6040234275,98
decile 2,Transportation,762646.0620976903,98
decile 3,Transportation,952766.4288802422,98
decile 4,Transportation,1120126.8170717526,98
decile 5,Transportation,1337808.031474698,98
decile 6,Transportation,1502239.9604072399,98
decile 7,Transportation,1747195.0947603122,98
decile 8,Transportation,1904417.9659815733,98
decile 9,Transportation,2279193.0953774136,98
decile 10,Transportation,3044436.4012409514,98
decile 1,transportation_std,520988.84888788743,98
decile 2,transportation_std,778702.9587628437,98
decile 3,transportation_std,924606.7622033828,98
decile 4,transportation_std,1024783.1175442535,98
decile 5,transportation_std,1271558.6059559118,98
decile 6,transportation_std,1431619.562355051,98
decile 7,transportation_std,1768950.482308011,98
decile 8,transportation_std,1869831.345470218,98
decile 9,transportation_std,2521883.2767547783,98
decile 10,transportation_std,4480795.379602226,98
decile 1,ICT,218448.5612426789,98
decile 2,ICT,350380.30102234,98
decile 3,ICT,431949.8486813662,98
decile 4,ICT,488119.3045702989,98
decile 5,ICT,562511.5859449193,98
decile 6,ICT,611112.556561086,98
decile 7,ICT,686329.9477623826,98
decile 8,ICT,755961.0205527995,98
decile 9,ICT,866741.1741759314,98
decile 10,ICT,1080088.676318511,98
decile 1,ict_std,192542.25394045672,98
decile 2,ict_std,285078.0484254917,98
decile 3,ict_std,325289.0001207972,98
decile 4,ict_std,353074.58218905964,98
decile 5,ict_std,404906.89078138286,98
decile 6,ict_std,464259.1610044729,98
decile 7,ict_std,513490.8335467931,98
decile 8,ict_std,609071.1836817727,98
decile 9,ict_std,880422.9239835357,98
decile 10,ict_std,1117226.9975714034,98
decile 1,Restaurant,33771.7511246923,98
decile 2,Restaurant,79285.21393411586,98
decile 3,Restaurant,106235.30047557285,98
decile 4,Restaurant,136205.02383998138,98
decile 5,Restaurant,177134.03880070546,98
decile 6,Restaurant,247418.26923076922,98
decile 7,Restaurant,331669.2148431279,98
decile 8,Restaurant,416935.1523742027,98
decile 9,Restaurant,596088.1607177687,98
decile 10,Restaurant,1857443.3815925543,98
decile 1,restaurant_std,121332.82085180075,98
decile 2,restaurant_std,225242.23481078233,98
decile 3,restaurant_std,273534.4222956494,98
decile 4,restaurant_std,382363.01430501405,98
decile 5,restaurant_std,454335.4201751552,98
decile 6,restaurant_std,744464.7174748646,98
decile 7,restaurant_std,964337.778179193,98
decile 8,restaurant_std,1027531.9499908283,98
decile 9,restaurant_std,1704758.7245831625,98
decile 10,restaurant_std,11553818.998377632,98
decile 1,Durables,774520.8515972045,98
decile 2,Durables,1841944.8702511673,98
decile 3,Durables,2925762.6806276124,98
decile 4,Durables,4079293.950391518,98
decile 5,Durables,5342652.149165649,98
decile 6,Durables,6725819.069346248,98
decile 7,Durables,8491287.150368955,98
decile 8,Durables,11235701.272413183,98
decile 9,Durables,16492958.878291398,98
decile 10,Durables,28250531.000193898,98
decile 1,durables_std,1059439.2671412108,98
decile 2,durables_std,1974064.124521074,98
decile 3,durables_std,2720426.8839622447,98
decile 4,durables_std,3535302.8085667263,98
decile 5,durables_std,4248603.055787735,98
decile 6,durables_std,5161782.453997454,98
decile 7,durables_std,6671851.666179396,98
decile 8,durables_std,8797008.633307777,98
decile 9,durables_std,13588258.13727172,98
decile 10,durables_std,32165713.28929011,98
decile 1,Others,307392.41151005856,98
decile 2,Others,475656.7588034835,98
decile 3,Others,557126.5559878945,98
decile 4,Others,643194.0341900222,98
decile 5,Others,729362.7051960386,98
decile 6,Others,773424.3495475113,98
decile 7,Others,865571.6674629718,98
decile 8,Others,938220.322466336,98
decile 9,Others,1109780.1833430857,98
decile 10,Others,1584339.968976215,98
decile 1,others_std,328116.6697552448,98
decile 2,others_std,438653.65878834506,98
decile 3,others_std,516651.3179943608,98
decile 4,others_std,644698.6773871883,98
decile 5,others_std,664871.4273191134,98
decile 6,others_std,713121.6753852431,98
decile 7,others_std,850234.874577617,98
decile 8,others_std,914059.7858415407,98
decile 9,others_std,1226524.7955050922,98
decile 10,others_std,4421282.847789241,98
decile 1,Investments,97317.8564355035,98
decile 2,Investments,204170.13757415122,98
decile 3,Investments,264930.73569678626,98
decile 4,Investments,328677.46249563905,98
decile 5,Investments,443132.4334102112,98
decile 6,Investments,600275.8531297133,98
decile 7,Investments,1002185.1940330201,98
decile 8,Investments,1493192.3281360737,98
decile 9,Investments,3385756.2902282034,98
decile 10,Investments,40998978.931833856,98
decile 1,investments_std,503576.9980588769,98
decile 2,investments_std,854713.997014181,98
decile 3,investments_std,1146016.8704886409,98
decile 4,investments_std,1275794.043284689,98
decile 5,investments_std,1855423.04647346,98
decile 6,investments_std,2440699.851176447,98
decile 7,investments_std,3884546.3322073086,98
decile 8,investments_std,5534406.406243989,98
decile 9,investments_std,10615982.495004706,98
decile 10,investments_std,106503193.17482382,98
decile 1,Entertainment,42546.17604617605,98
decile 2,Entertainment,76957.87580461946,98
decile 3,Entertainment,107850.30263726762,98
decile 4,Entertainment,123898.36027445052,98
decile 5,Entertainment,145054.13105413105,98
decile 6,Entertainment,173433.68212669683,98
decile 7,Entertainment,214388.75617136486,98
decile 8,Entertainment,250998.93692416727,98
decile 9,Entertainment,327739.4187634094,98
decile 10,Entertainment,567017.3216132368,98
decile 1,entertainment_std,149835.01775289743,98
decile 2,entertainment_std,250635.5703558249,98
decile 3,entertainment_std,330032.20750465547,98
decile 4,entertainment_std,363116.1102319595,98
decile 5,entertainment_std,398237.99083061033,98
decile 6,entertainment_std,457806.28285039775,98
decile 7,entertainment_std,526715.3342492095,98
decile 8,entertainment_std,652130.3645772208,98
decile 9,entertainment_std,770112.7117094833,98
decile 10,entertainment_std,2268336.370399765,98
decile 1,Total,379.6211866321643,98
decile 2,Total,600.045542573308,98
decile 3,Total,761.1093929059724,98
decile 4,Total,922.2462513398474,98
decile 5,Total,1093.5186413796457,98
decile 6,Total,1290.8641912629785,98
decile 7,Total,1549.3997348918758,98
decile 8,Total,1912.685109360041,98
decile 9,Total,2551.3293120249555,98
decile 10,Total,5639.383990819039,98
decile 1,total,94.48690763310755,98
decile 2,total,49.09661656779398,98
decile 3,total,44.549776300715415,98
decile 4,total,48.521304754769474,98
decile 5,total,50.280661830240476,98
decile 6,total,65.31198086177466,98
decile 7,total,84.23368556939432,98
decile 8,total,130.03106500748243,98
decile 9,total,273.0808902439646,98
decile 10,total,4138.754560633138,98
decile 1,Food,5673042.645789373,99
decile 2,Food,8193983.854978593,99
decile 3,Food,9735919.730427265,99
decile 4,Food,10925915.111798622,99
decile 5,Food,12081867.277604004,99
decile 6,Food,13197639.743319036,99
decile 7,Food,14585743.157825433,99
decile 8,Food,16047506.753107961,99
decile 9,Food,19107405.68956563,99
decile 10,Food,22750901.9955961,99
decile 1,food_std,3184503.0255041914,99
decile 2,food_std,3790067.5710765417,99
decile 3,food_std,4601874.78618848,99
decile 4,food_std,5175244.233593601,99
decile 5,food_std,5584682.339591049,99
decile 6,food_std,6305623.855446867,99
decile 7,food_std,6977235.705873078,99
decile 8,food_std,8181514.112097862,99
decile 9,food_std,11093970.898176035,99
decile 10,food_std,18022663.28693165,99
decile 1,Drink,148209.66813734893,99
decile 2,Drink,249164.28806674716,99
decile 3,Drink,285338.4477648802,99
decile 4,Drink,298657.2563633807,99
decile 5,Drink,332990.45980606816,99
decile 6,Drink,323506.351039261,99
decile 7,Drink,329343.9804364184,99
decile 8,Drink,309303.5332606325,99
decile 9,Drink,298619.68838526914,99
decile 10,Drink,416485.68732305756,99
decile 1,drink_std,515785.92181075725,99
decile 2,drink_std,750985.2068691566,99
decile 3,drink_std,839211.4615903676,99
decile 4,drink_std,847911.2144952124,99
decile 5,drink_std,948238.5691792719,99
decile 6,drink_std,954649.6843343213,99
decile 7,drink_std,1343481.8319873305,99
decile 8,drink_std,1085843.6954494761,99
decile 9,drink_std,1023554.0731199657,99
decile 10,drink_std,1562805.7013572452,99
decile 1,Cloth,234092.1734126223,99
decile 2,Cloth,517145.7898781425,99
decile 3,Cloth,820165.7199308472,99
decile 4,Cloth,1061514.273660526,99
decile 5,Cloth,1378177.1973725366,99
decile 6,Cloth,1794928.5714285714,99
decile 7,Cloth,2299324.492099323,99
decile 8,Cloth,2868561.395856052,99
decile 9,Cloth,3848983.711048159,99
decile 10,Cloth,5451710.915382195,99
decile 1,cloth_std,681825.5070784377,99
decile 2,cloth_std,1106891.4201424497,99
decile 3,cloth_std,1633600.9522182979,99
decile 4,cloth_std,2029941.7132653687,99
decile 5,cloth_std,2431652.5544387395,99
decile 6,cloth_std,3114500.9312084857,99
decile 7,cloth_std,3893805.438041677,99
decile 8,cloth_std,4610569.106263514,99
decile 9,cloth_std,6071899.309018644,99
decile 10,cloth_std,9712270.529136335,99
decile 1,Housing,3239373.1152887014,99
decile 2,Housing,4865999.98715556,99
decile 3,Housing,6045244.95183996,99
decile 4,Housing,7132347.2366755735,99
decile 5,Housing,7909748.615889897,99
decile 6,Housing,9205330.188056746,99
decile 7,Housing,10669945.861550037,99
decile 8,Housing,13156996.888767721,99
decile 9,Housing,15963033.021718603,99
decile 10,Housing,25841589.387857817,99
decile 1,housign_std,1820806.878871616,99
decile 2,housign_std,2474158.198035137,99
decile 3,housign_std,3173909.110143955,99
decile 4,housign_std,3667869.4479544177,99
decile 5,housign_std,4358092.678952614,99
decile 6,housign_std,5296056.306597613,99
decile 7,housign_std,6623888.920242126,99
decile 8,housign_std,8530554.846148299,99
decile 9,housign_std,11890025.71120394,99
decile 10,housign_std,33766092.42918602,99
decile 1,Furniture,473878.1411854978,99
decile 2,Furniture,693721.0451202107,99
decile 3,Furniture,817811.2496912818,99
decile 4,Furniture,919885.2482070032,99
decile 5,Furniture,1039502.126994057,99
decile 6,Furniture,1142528.7796106895,99
decile 7,Furniture,1327433.0135440181,99
decile 8,Furniture,1557845.4351145038,99
decile 9,Furniture,2058965.8876298394,99
decile 10,Furniture,3579589.178987103,99
decile 1,furniture_std,365403.62531536195,99
decile 2,furniture_std,515193.65538070933,99
decile 3,furniture_std,661595.6699700004,99
decile 4,furniture_std,800965.6537779891,99
decile 5,furniture_std,959247.9213485232,99
decile 6,furniture_std,1130007.1844783681,99
decile 7,furniture_std,1643394.621298408,99
decile 8,furniture_std,2119357.4578306163,99
decile 9,furniture_std,3381439.860692586,99
decile 10,furniture_std,12903399.339646805,99
decile 1,Health,315123.7770957222,99
decile 2,Health,639857.3388955977,99
decile 3,Health,850213.2583353914,99
decile 4,Health,1115119.189565462,99
decile 5,Health,1382651.0791366906,99
decile 6,Health,1719346.474760805,99
decile 7,Health,2238434.487020316,99
decile 8,Health,2893278.2874591057,99
decile 9,Health,3848343.382672332,99
decile 10,Health,7933169.467128027,99
decile 1,health_std,639054.248072822,99
decile 2,health_std,1093950.7244192439,99
decile 3,health_std,1445598.7778514503,99
decile 4,health_std,1876241.0651640538,99
decile 5,health_std,2287916.3832340934,99
decile 6,health_std,3011289.6201817533,99
decile 7,health_std,3894433.3121658084,99
decile 8,health_std,5442017.988375739,99
decile 9,health_std,7056594.097059334,99
decile 10,health_std,22524785.13872915,99
decile 1,Transportation,504312.9675810474,99
decile 2,Transportation,893708.3104621803,99
decile 3,Transportation,1133268.2143739194,99
decile 4,Transportation,1351278.5824778513,99
decile 5,Transportation,1546933.2186424774,99
decile 6,Transportation,1757219.2345760474,99
decile 7,Transportation,2079671.5575620767,99
decile 8,Transportation,2318112.7589967283,99
decile 9,Transportation,2811677.053824363,99
decile 10,Transportation,3494233.406731677,99
decile 1,transportation_std,637677.8044073236,99
decile 2,transportation_std,939174.0008680777,99
decile 3,transportation_std,1079273.8286235947,99
decile 4,transportation_std,1265372.1741518888,99
decile 5,transportation_std,1393735.6702354013,99
decile 6,transportation_std,1699687.5316567186,99
decile 7,transportation_std,1872000.6590431663,99
decile 8,transportation_std,2130226.4045451144,99
decile 9,transportation_std,2872113.035771783,99
decile 10,transportation_std,9382521.719177011,99
decile 1,ICT,315119.12526376365,99
decile 2,ICT,494886.0467669338,99
decile 3,ICT,602470.3013089652,99
decile 4,ICT,690190.4092251442,99
decile 5,ICT,742739.1304347826,99
decile 6,ICT,801070.6037611349,99
decile 7,ICT,900034.9887133182,99
decile 8,ICT,1011835.2868047983,99
decile 9,ICT,1139182.3654390934,99
decile 10,ICT,1350746.7757156338,99
decile 1,ict_std,279148.32309621136,99
decile 2,ict_std,385066.9513300872,99
decile 3,ict_std,436520.91363523185,99
decile 4,ict_std,520478.14679578145,99
decile 5,ict_std,518507.2424748911,99
decile 6,ict_std,595993.3770392142,99
decile 7,ict_std,710872.5259595298,99
decile 8,ict_std,811069.4346941464,99
decile 9,ict_std,924772.33356063,99
decile 10,ict_std,1229377.1588089452,99
decile 1,Restaurant,23322.94264339152,99
decile 2,Restaurant,51253.595345262926,99
decile 3,Restaurant,76343.17115337121,99
decile 4,Restaurant,106165.09632963015,99
decile 5,Restaurant,124605.09852987176,99
decile 6,Restaurant,159421.14813592873,99
decile 7,Restaurant,232895.22197140707,99
decile 8,Restaurant,278751.4721919302,99
decile 9,Restaurant,518598.91406987724,99
decile 10,Restaurant,1005234.3504246619,99
decile 1,restaurant_std,101423.6321380705,99
decile 2,restaurant_std,187421.00317853875,99
decile 3,restaurant_std,275614.1915380492,99
decile 4,restaurant_std,416242.42438959924,99
decile 5,restaurant_std,441260.6061635458,99
decile 6,restaurant_std,528693.6457867938,99
decile 7,restaurant_std,863447.5802969877,99
decile 8,restaurant_std,978145.8786142461,99
decile 9,restaurant_std,2226544.3261382785,99
decile 10,restaurant_std,5075316.542980996,99
decile 1,Durables,966334.3186345035,99
decile 2,Durables,2260558.140968639,99
decile 3,Durables,3479454.2758911666,99
decile 4,Durables,5049762.598521071,99
decile 5,Durables,6563841.572932959,99
decile 6,Durables,8407830.292463982,99
decile 7,Durables,11097983.483367821,99
decile 8,Durables,13903611.799091239,99
decile 9,Durables,20290347.575306892,99
decile 10,Durables,37375301.62317815,99
decile 1,durables_std,1402065.065026877,99
decile 2,durables_std,2549843.503046654,99
decile 3,durables_std,3575540.0245313263,99
decile 4,durables_std,4571899.270802544,99
decile 5,durables_std,5624148.756306078,99
decile 6,durables_std,7009094.641251706,99
decile 7,durables_std,9316321.731895547,99
decile 8,durables_std,11469734.231119163,99
decile 9,durables_std,18008435.945235804,99
decile 10,durables_std,46525275.83254965,99
decile 1,Others,375348.5996547094,99
decile 2,Others,598704.742562301,99
decile 3,Others,720144.8505803902,99
decile 4,Others,815813.8095907748,99
decile 5,Others,922204.097591492,99
decile 6,Others,993352.2764764105,99
decile 7,Others,1133496.4258841234,99
decile 8,Others,1309637.0774263905,99
decile 9,Others,1463331.090651558,99
decile 10,Others,1946495.2815350739,99
decile 1,others_std,397792.9558310838,99
decile 2,others_std,560214.007016772,99
decile 3,others_std,660671.6034865467,99
decile 4,others_std,755678.0295308295,99
decile 5,others_std,828453.7567758445,99
decile 6,others_std,914446.0259601204,99
decile 7,others_std,1201277.6850349598,99
decile 8,others_std,1360058.478212336,99
decile 9,others_std,1782305.9368783257,99
decile 10,others_std,3451485.0628246367,99
decile 1,Investments,96720.49044056525,99
decile 2,Investments,206997.38354008857,99
decile 3,Investments,280339.6517658681,99
decile 4,Investments,342107.0641728777,99
decile 5,Investments,558118.1967469503,99
decile 6,Investments,703211.398878258,99
decile 7,Investments,1125033.0762478053,99
decile 8,Investments,1952316.430388949,99
decile 9,Investments,4225166.391249606,99
decile 10,Investments,67992823.68669392,99
decile 1,investments_std,537227.992387863,99
decile 2,investments_std,888763.9554357411,99
decile 3,investments_std,1305473.4829297976,99
decile 4,investments_std,1582769.778367726,99
decile 5,investments_std,2519634.314899176,99
decile 6,investments_std,3089229.1359027848,99
decile 7,investments_std,5037154.543757661,99
decile 8,investments_std,7559848.6654540235,99
decile 9,investments_std,13941732.70996566,99
decile 10,investments_std,253095955.00868118,99
decile 1,Entertainment,34979.858047189715,99
decile 2,Entertainment,67983.42298825337,99
decile 3,Entertainment,97114.96665843418,99
decile 4,Entertainment,118535.78962171284,99
decile 5,Entertainment,125865.81169846731,99
decile 6,Entertainment,151626.19597492577,99
decile 7,Entertainment,165991.91121143717,99
decile 8,Entertainment,224333.69683751362,99
decile 9,Entertainment,254994.3342776204,99
decile 10,Entertainment,594175.8414595785,99
decile 1,entertainment_std,163898.35821166294,99
decile 2,entertainment_std,244937.1224417193,99
decile 3,entertainment_std,319560.90118282987,99
decile 4,entertainment_std,358068.7215785974,99
decile 5,entertainment_std,373466.6581251674,99
decile 6,entertainment_std,457157.15143202146,99
decile 7,entertainment_std,507786.70062399976,99
decile 8,entertainment_std,676757.3819175481,99
decile 9,entertainment_std,692633.021141048,99
decile 10,entertainment_std,3915376.4884315482,99
decile 1,Total,492.3092051335043,99
decile 2,Total,783.7925014917104,99
decile 3,Total,1003.5709991270325,99
decile 4,Total,1216.5990415796311,99
decile 5,Total,1443.5612930571829,99
decile 6,Total,1714.736912501844,99
decile 7,Total,2066.496561899948,99
decile 8,Total,2552.439681473658,99
decile 9,Total,3402.571112265833,99
decile 10,Total,8236.08696598092,99
decile 1,total,125.26084349032897,99
decile 2,total,66.0331170511702,99
decile 3,total,61.83593781257719,99
decile 4,total,61.64687187153917,99
decile 5,total,68.45585264985672,99
decile 6,total,89.73322849453797,99
decile 7,total,116.2391376036718,99
decile 8,total,169.40993643332413,99
decile 9,total,365.4728676087176,99
decile 10,total,10368.34522242417,99
